energy	ZCR
1.21171120863e-05 11.0656405361
1.0001904594e-05 5.2598671399
1.1040652115e-05 4.39342908791
1.04317843211e-05 0.0
1.00296450606e-05 0.0
1.02946590221e-05 0.0
9.6664856275e-06 0.0
1.01629394137e-05 4.25049731801
1.06295776862e-05 4.34316969517
9.0009028929e-06 0.0
1.12646204308e-05 0.0
9.56908839945e-06 1.2569339676
1.07284153055e-05 3.03765011799
9.83562180245e-06 0.0
1.00424417992e-05 5.42992213199
1.09247896739e-05 3.15510906606
1.07317842738e-05 4.18967573682
1.03377979082e-05 8.69096723688
1.04475684794e-05 0.0
9.28704511015e-06 0.0
1.07134844145e-05 0.0
7.91435906027e-06 0.0
1.16975997316e-05 0.0
1.02490870807e-05 0.0
1.03796965241e-05 0.0
9.45963516325e-06 0.0
9.1433989692e-06 3.71056219541
1.02295845819e-05 0.593999399524
1.06373814112e-05 0.0
1.04446688798e-05 0.0
1.06625316882e-05 0.0
1.04609778826e-05 0.0
9.89415991917e-06 0.0
1.00306313597e-05 0.0
1.00533423715e-05 9.39226196524
9.78838241745e-06 3.51777287441
1.01187322373e-05 15.3881768873
1.04285985022e-05 5.83882287635
1.11445490144e-05 0.325957810287
1.05808031304e-05 0.0
9.04025864597e-06 0.0
8.18537950588e-06 1.02596311531
1.10963217843e-05 10.822332716
9.66711633018e-06 1.06222828725
9.41967684452e-06 0.68479612734
1.06618589257e-05 7.94654205479
9.53637476998e-06 0.0
8.87813429646e-06 1.10938196729
1.07724946344e-05 3.18664548672
1.03453112291e-05 0.806498625327
1.12635189772e-05 7.81590926187
0.000196810017928 3.94544357843
0.00134825634673 15.0047784181
3.73930931501e-05 36.5912484796
0.00407369317766 41.5280643368
0.0452949645001 18.2034189087
0.058076874475 15.8436274411
0.0722651594815 10.3502267006
0.10342064567 9.88368931061
0.192350931052 10.4525991647
0.178312899175 10.5169612579
0.136893710186 10.1973392395
0.157262297973 10.1276691526
0.206348254102 10.4794237383
0.237277367625 10.5146653026
0.297153159224 10.4340477746
0.263364300159 10.0734508918
0.232776994007 15.0911258784
0.244420023222 32.3943152541
0.237641283967 43.8585052001
0.209057405334 45.2048839775
0.188646238661 37.6942938753
0.169469620641 45.0221505139
0.147311155513 30.2352445123
0.173643360474 20.3574255414
0.183856241282 11.8424794186
0.119691740378 12.0010405046
0.0214307571985 14.1871646243
0.00325046544288 31.5078589848
0.00534905046551 5.83050052588
0.000282568300178 51.8090291999
7.43717514252e-05 65.5557481725
5.51394010287e-05 77.7951388092
3.99431893692e-05 54.901275235
3.22545168791e-05 39.0081414378
2.12575596327e-05 48.2606899159
1.50775064646e-05 24.2362727274
1.69515936487e-05 29.8467266894
1.54132749642e-05 33.1407508371
1.83173385967e-05 32.6861518852
1.94563391678e-05 40.9818961382
1.66991214201e-05 34.3066659327
3.42311792481e-05 46.1156241018
1.56037386732e-05 15.5694117063
1.06107395956e-05 0.0
1.13018809652e-05 0.0
8.28790744905e-06 0.927514827288
1.12001542869e-05 3.37076892801
1.10546268075e-05 0.0
9.87480256503e-06 1.97154332685
9.99005385416e-06 4.40695111776
9.44796742782e-06 2.20356248381
9.10530818786e-06 5.22924321209
1.16525585146e-05 11.3564197987
9.75425210887e-06 0.593999399524
9.86089431498e-06 3.18664532309
1.0629882704e-05 1.10938212917
1.03271017705e-05 2.49217726543
9.7675385125e-06 1.79929847737
1.00495929803e-05 0.0
1.05694864539e-05 0.0
1.13351707654e-05 11.733134083
9.92560174516e-06 1.20139272824
9.25746831779e-06 0.0
1.01369945291e-05 2.37732338201
1.0231255159e-05 4.63132407186
9.97978083192e-06 1.57493183789
1.02439206607e-05 0.0
9.70352770804e-06 4.14889670595
1.13928325738e-05 4.47636791573
1.0519070226e-05 0.0
9.35496442447e-06 0.0
8.91753234556e-06 0.0
1.1082353601e-05 0.0
9.0113854741e-06 0.0
1.02206000417e-05 0.0
1.08369401502e-05 4.68631852639
1.07895394499e-05 8.2525797835
1.01583143834e-05 0.0
8.88101017887e-06 0.0
1.00580657281e-05 0.0
1.02106274208e-05 0.0
9.92395288901e-06 0.0
9.18606727813e-06 0.338768081463
1.06346256993e-05 7.97299613797
8.5688741727e-06 0.322292242196
9.76053803289e-06 0.885009008426
1.02877311817e-05 3.41389440266
9.17208832734e-06 3.37076877954
9.45027558848e-06 0.927514973687
8.90591642142e-06 6.91024800484
8.15816959933e-06 1.68886057447
1.04425970486e-05 0.0
9.80617629271e-06 0.0
1.0998059877e-05 0.0
1.01408882152e-05 3.98511759077
1.04584325307e-05 0.331451591457
